	BindingDB_Reactant_set_id	Name	Ligand_SMILES	IC50 (nM)	pIC50
2560	50573888	 	C[Si](C)(C)CCOC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl	2660.0	5.575118363368933
2561	422096	Untitled Document-1	Oc1cc(O)c(cc1Cl)-c1nnc(Nc2cccc(Cl)c2)s1	2680.0	5.5718652059712115
2562	51073303	BindingDB_50438827_mol_1	CN(C)CCOc1ccc(cc1)-c1nc2ccc(Cl)cc2[nH]1	2680.0	5.5718652059712115
2563	50484893		CCN(CCCNC(=O)COc1ccc(\C=C\c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1OC	2690.0	5.570247719997592
2564	50573889	BindingDB_50316991_mol_1	CC(C)(C)CCOC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl	2690.0	5.570247719997592
2565	50327635		Cl.O=C1\C(COc2cc(OCc3ccccc3)ccc12)=C\c1ccc(OCCCN2CCCCC2)cc1	2700.0	5.568636235841013
2566	51215587		Clc1ccc2nc(-c3ccc(cc3)C#N)c3CCCOc3c2c1	2700.0	5.568636235841013
2567	50103328		Oc1ccc(CN(CCCC2CCN(Cc3ccccc3)CC2)CC#C)c2cccnc12	2700.0	5.568636235841013
2568	51229243	 	CCN(CC)CCCCOc1ccc(\C=C\C(=O)c2ccc(OCCCCN(CC)CC)cc2O)cc1	2700.0	5.568636235841013
2569	50714189		COc1cc2O\C(=C/c3ccc(CN4CCCC4)c(O)c3)C(=O)c2cc1OC	2700.0	5.568636235841013
2570	51031510	BindingDB_50292422_mol_1	OC1CCCN(Cc2ccc(cc2)C(=O)N\N=C\c2ccc(cc2)[N+]([O-])=O)C1	2710.0	5.567030709125595
2571	50525141		CN(C)Cc1ccc(CSCCNc2nnc(C)c(C)c2[N+]([O-])=O)o1	2720.0	5.565431095965801
2572	50724814		CCOC(=O)C1=C(Oc2nc3CCCCc3c(N)c2C1c1cccc(c1)[N+]([O-])=O)c1ccccc1	2730.0	5.5638373529592435
2573	51316611		CC1CCN(CCCCCCCOc2ccc(Cl)cc2)CC1	2740.0	5.562249437179612
2574	50101396	BindingDB_50017945_mol_1	Cl.NCCCCCCNCC(=O)Nc1c2ccccc2cc2ccccc12	2740.0	5.562249437179612
2575	410430	Untitled Document-1	COc1cc(CNCCCCCCCCCNCc2cc3OCOc3c(OC)c2)cc2OCOc12	2760.0	5.559090917934782
2576	51084449	BindingDB_50443708_mol_1	CN(C)c1ccc(cc1)-c1cc(=O)c2ccc(OCCCCN3CCCC3)cc2o1	2770.0	5.557520230935552
2577	50106360	BindingDB_50250455_mol_1	CCC[N+]1(C)CCc2c(C1)c(O)c(OC)c1c2ccc2cc(O)c(OC)cc12	2790.0	5.554395796726403
2578	410429	Untitled Document-1	COc1cc(CNCCCCCCCCNCc2cc3OCOc3c(OC)c2)cc2OCOc12	2790.0	5.554395796726403
2579	50681662		CCN(CCCOc1cc(O)c2c(c1)sc1ccccc1c2=O)Cc1ccccc1OC	2790.0	5.554395796726403
2580	50351275		Cl.CN(CCCCCOc1ccc2c(C)c(C)c(=O)oc2c1)Cc1ccc(cc1)C#N	2800.0	5.552841968657781
2581	50523893		COc1cccc2cc(C(=O)NCCc3c[nH]c4ccccc34)c(=O)oc12	2800.0	5.552841968657781
2582	51077092	BindingDB_50440437_mol_1	Fc1cccc(C[n+]2ccc(cc2)C2C(C#N)C(=N)Oc3c2c(=O)oc2ccccc32)c1	2800.0	5.552841968657781
2583	51314722	 	Cc1c(C)c(=O)oc2cc(OCC3CCCN(Cc4ccc(cc4)C#N)C3)ccc12	2800.0	5.552841968657781
2584	50582890	BindingDB_50320906_mol_1	COc1ccc(NC(=O)CCOc2c(OC)ccc3cc4-c5cc6OCOc6cc5CC[n+]4cc23)cc1	2800.0	5.552841968657781
2585	50505910		COc1ccc2cc(C3C4=C(CC(C)(C)CC4=O)Oc4nc5CCCCCc5c(N)c34)c(Cl)nc2c1	2810.0	5.55129368009492
2586	50332135	BindingDB_50179319_mol_1	O=c1sc(NC2CCCCC2)nc2sc3CN(Cc4ccccc4)CCc3c12	2820.0	5.549750891680639
2587	50341599	BindingDB_50088668_mol_1	CCN(CCCCCCOc1ccc(cc1)-c1cc(=O)c2c(OC)c(OC)c(OC)cc2o1)Cc1ccccc1	2830.0	5.548213564475709
2588	50412082	BindingDB_50261313_mol_1	Clc1ccc2c(c1)nc1CCCn1\c2=N/CCCNC(=O)CCCCC1CCSS1	2840.0	5.546681659952962
2589	50332170	BindingDB_50179330_mol_1	O=C(Nc1nc2sc3CN(Cc4ccccc4)CCc3c2c(=O)o1)c1ccccc1	2860.0	5.543633966870957
2590	50484891		CCN(CCCCNC(=O)COc1ccc(\C=C\c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1	2860.0	5.543633966870957
2591	50941576	BindingDB_50386061_mol_1	COc1cc2C\C(=C\c3ccncc3)C(=O)c2cc1OCCCCCCn1ccnc1	2870.0	5.542118103266008
2592	50681670		CCN(CCCCOc1cc(O)c2c(c1)sc1ccccc1c2=O)Cc1ccccc1N(C)C	2880.0	5.540607512240769
2593	51066330	BindingDB_50435239_mol_1	Cc1c(OCCCCN2CCOCC2)ccc2c1oc(cc2=O)-c1ccccc1	2880.0	5.540607512240769
2594	51211580		COc1cccc(NC(=O)Oc2ccc3N(C)C4=NCCCN4C(=O)c3c2)c1	2884.0	5.540004743952609
2595	50364359	BindingDB_50197940_mol_1	CN1Cc2cc3OCOc3cc2-c2cccc(C=C)c12	2890.0	5.539102157243452
2596	51314558		Cl.Cc1c(C)c(=O)oc2cc(OCC3CCCN(Cc4ccc(Cl)cc4)C3)ccc12	2890.0	5.539102157243452
2597	50351285	BindingDB_50093339_mol_1	CCN(CC)Cc1ccc(COc2ccc3ccc(=O)oc3c2)cc1	2900.0	5.5376020021010435
2598	51238232	 	Cc1c(C)c(=O)oc2cc(OCc3cccc(CN4CCC(CO)CC4)c3)ccc12	2900.0	5.5376020021010435
2599	51067120	BindingDB_50435601_mol_1	O=C(COc1cc(=O)oc2ccccc12)N1CCN(CC1)c1ccccc1	2900.0	5.5376020021010435
2600	51256855	 	CCN(CCCCOc1ccc(C(C)=O)c(O)c1)Cc1ccccc1	2900.0	5.5376020021010435
2601	51077095	BindingDB_50440440_mol_1	Fc1ccccc1C[n+]1ccc(cc1)C1C(C#N)C(=N)Oc2c1c(=O)oc1ccccc21	2900.0	5.5376020021010435
2602	50859692		CC(=O)c1ccc(OCCCCCCN2CCCCC2)cc1O	2900.0	5.5376020021010435
2603	50341612	BindingDB_50088786_mol_1	CCN(CCCCCCOc1ccc(cc1)-c1cc(=O)c2c(O)c(OC)c(OC)cc2o1)Cc1ccccc1OC	2910.0	5.536107011014093
2604	50341618	BindingDB_50088790_mol_1	COc1cc2oc(cc(=O)c2c(OC)c1OC)-c1cccc(OCCN2CCN(Cc3ccccc3)CC2)c1	2910.0	5.536107011014093
2605	361317	BindingDB_203859_mol_1	COc1ccc(\C=C2/CCc3ccc(cc3C2=O)[N+]([O-])=O)c(Cl)c1OC	2920.0	5.534617148551582
2606	50080432		Cl.COc1cc2c(O)c(C(=O)NCC3CCN(Cc4ccccc4)CC3)c(=O)n(C)c2cc1OC	2930.0	5.533132379645891
2607	51066329	BindingDB_50435255_mol_1	Cc1c(OCCCN2CCC(O)CC2)ccc2c1oc(cc2=O)-c1ccccc1	2940.0	5.531652669587842
2608	51281555	 	COc1ccc(cc1OC)-c1cc(nc2nncn12)-c1cccc2ccccc12	2997.0	5.5233132570543555
2609	311678	3-_2__8242_-Nitrophenyl_pyrido_2_3-b_pyrazine	[O-][N+](=O)c1ccccc1-c1cnc2cccnc2n1	3000.0	5.522878745280337
2610	50802093	BindingDB_50369838_mol_1	Cc1cc(C)c(c(C)c1)-c1ccc(NCCC2CCN(Cc3ccccc3)CC2)nn1	3000.0	5.522878745280337
2611	50364370	BindingDB_50197950_mol_1	CCc1cccc2-c3cc4OCOc4cc3CN(C)c12	3000.0	5.522878745280337
2612	50873543	BindingDB_50241349_mol_1	CCOC(=O)C1=C(C)Oc2nc3CCCCc3c(N)c2C1c1ccncc1	3000.0	5.522878745280337
2613	51238236	 	Cc1cc2ccc(OCC3CCN(Cc4ccc(CO)cc4)CC3)cc2oc1=O	3000.0	5.522878745280337
2614	50752566	BindingDB_50020516_mol_1	Cn1cc[n+](COC[n+]2ccn(C)c2CN=O)c1CN=O	3000.0	5.522878745280337
2615	50294108		C(OCc1ccccc1)[C@H]1NC[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1	3000.0	5.522878745280337
2616	50991338	BindingDB_50282227_mol_1	OC(=O)c1ccccc1O.CNC(=O)Oc1ccc2N[C@H]3NCC[C@@]3(C)c2c1	3000.0	5.522878745280337
2617	50098473	BindingDB_50016245_mol_1	CN1C2N(CCc3c2[nH]c2ccccc32)C(=O)c2cc(OCc3ccccc3)ccc12	3010.0	5.521433504406157
2618	50094398		CCCN(CCC)CCCCCCOc1ccc(CC2NCCc3cc(OC)c(OC)cc23)cc1	3010.0	5.521433504406157
2619	50553614		O=C1N(CCCCN2CCN(Cc3ccccc3)CC2)S(=O)(=O)c2ccccc12	3010.0	5.521433504406157
2620	50554840		CC(C)c1ccc(C)c(OC(=O)Nc2ccc(F)cc2)c1	3020.0	5.519993057042849
2621	50683092		COc1cc2CC(C(=O)OC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC	3030.0	5.518557371497695
2622	51084448	BindingDB_50443707_mol_1	CN(C)c1ccc(cc1)-c1cc(=O)c2ccc(OCCCCN3CCCCC3)cc2o1	3040.0	5.517126416391246
2623	51073313	BindingDB_50438837_mol_1	C(CN1CCCC1)Oc1ccc(cc1)-c1nc2ccccc2[nH]1	3050.0	5.515700160653214
2624	50608755	BindingDB_50330760_mol_1	CCC(C)C(=O)c1c(O)c(C\C=C(/C)CCC=C(C)C)c(O)c2c(cc(=O)oc12)-c1ccccc1	3060.0	5.51427857351842
2625	311665	3-_4__8242_-Methylphenyl_pyrido_2_3-b_pyrazine	Cc1ccc(cc1)-c1cnc2cccnc2n1	3060.0	5.51427857351842
2626	50341592		CCN(CCCCOc1ccc(cc1)-c1cc(=O)c2c(OC)c(OC)c(OC)cc2o1)Cc1ccccc1	3070.0	5.512861624522814
2627	50457574		Oc1ccccc1-c1cc(=O)c2ccc(OCCCCCCCCN3CCCC3)cc2o1	3070.0	5.512861624522814
2628	351704	2-_5-Acetyl-4-_4-chlorophenyl_-6-methyl-1_4-dihydropyrimidin	CC(=O)C1=C(C)NC(NCC(=O)Nc2ccc(C)cc2)=NC1c1ccc(Cl)cc1	3080.0	5.511449283499556
2629	50870821	BindingDB_50251191_mol_1	CO\N=C/c1ccc(O[C@@H]2OC[C@@H](OC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)cc1	3080.0	5.511449283499556
2630	50240259		Oc1ccc(OCc2nn3c(nnc3s2)-c2cccnc2)cc1	3090.0	5.510041520575165
2631	408495	Untitled Document-1	C(N1CCc2c(C1)sc1N=CN3CCN=C3c21)c1ccccc1	3090.0	5.510041520575165
2632	51229253	 	CCN(CC)CCOc1ccc(\C=C\C(=O)c2ccc(OCCN(CC)CC)cc2O)cc1	3100.0	5.508638306165727
2633	50501554		OC1=C(CCC\C1=C/c1cccc(OCCN2CCCCC2)c1)C(=O)c1ccccc1	3100.0	5.508638306165727
2634	50233864	BindingDB_50128572_mol_1	CNC(=O)Oc1cccc2ccccc12	3100.0	5.508638306165727
2635	50941566	BindingDB_50386068_mol_1	COc1cc2CCC(=O)c2cc1OCCN1CCCCC1	3110.0	5.507239610973162
2636	51084445	BindingDB_50443704_mol_1	CCN(CC)CCCCCCOc1ccc2c(c1)oc(cc2=O)-c1ccc(cc1)N(C)C	3110.0	5.507239610973162
2637	422087	Untitled Document-1	Oc1ccc(-c2nnc(CCc3nnc(s3)-c3ccc(O)cc3O)s2)c(O)c1	3110.0	5.507239610973162
2638	311673	3-_3__8242_-Bromophenyl_pyrido_2_3-b_pyrazine	Brc1cccc(c1)-c1cnc2cccnc2n1	3120.0	5.505845405981558
2639	50375191		COc1cc(O)c2c(c1)oc(cc2=O)C(=O)NCCCN(C)Cc1ccccc1	3120.0	5.505845405981558
2640	51211621		CCCCNC(=O)Oc1ccc2N=C3N(C)CCCN3Cc2c1	3130.0	5.504455662453552
2641	351703	2-_5-Acetyl-4-_4-bromophenyl_-6-methyl-1_4-dihydropyrimidin-	CC(=O)C1=C(C)NC(NCC(=O)Nc2ccc(C)cc2)=NC1c1ccc(Br)cc1	3130.0	5.504455662453552
2642	50525955		CN(C)c1ccc(cc1)-c1cc(=O)c2ccc(OCC(=O)NCCN3CCCC3)cc2o1	3134.0	5.503901007867428
2643	50094458		COc1cc2CCNC(Cc3ccc(OCCCCCCN(C)C)cc3)c2cc1OC	3140.0	5.503070351926785
2644	50453332		COc1ccc(CC(=O)Nc2nc(cs2)-c2ccccc2)cc1	3140.0	5.503070351926785
2645	50574326	BindingDB_50317191_mol_1	C(COCC[n+]1ccc2c(c1)[nH]c1ccccc21)OCCOCC[n+]1ccc2c(c1)[nH]c1ccccc21	3141.0	5.502932063601495
2646	51066328	BindingDB_50435256_mol_1	Cc1c(OCCCCCCN2CCC(O)CC2)ccc2c1oc(cc2=O)-c1ccccc1	3150.0	5.501689446210399
2647	50506914	BindingDB_50293449_mol_1	C[N+](C)(C)CCCNC(=O)c1cnc2C(=O)c3ccccc3-c3cccc1c23	3160.0	5.5003129173815966
2648	50710126	BindingDB_50360920	COc1cc2CC3(C(C4CSCN4C33C(=O)Nc4ccc(cc34)[N+]([O-])=O)c3ccccc3)C(=O)c2cc1OC	3160.0	5.5003129173815966
2649	51229206	 	Oc1cc(OCCCCN2CCCC2)ccc1C(=O)\C=C\c1ccc(OCCCCN2CCCC2)cc1	3160.0	5.5003129173815966
2650	50683041		COc1cc2CC(CC3CCCN3Cc3ccccc3)C(=O)c2cc1OC	3160.0	5.5003129173815966
2651	50646787	BindingDB_50347127_mol_1	CCCCC[C@H](O)\C=C\CCCCCCCc1cccc(O)c1C(O)=O	3182.0	5.497299824689438
2652	51238272	 	Cc1cc2ccc(OCC3CCN(Cc4cccc(CO)c4)CC3)cc2oc1=O	3200.0	5.494850021680094
2653	50483658		CCN(CCCCCCNC(=O)\C=C\c1ccc(O)c(OC)c1)Cc1ccccc1OC	3200.0	5.494850021680094
2654	50525944		CN(C)c1ccc(cc1)-c1cc(=O)c2ccc(OCC(=O)NCCCCCCN3CCCC3)cc2o1	3204.0	5.4943074925878
2655	50706979	BindingDB_50359517_mol_1	COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OCCCOC(=O)\C=C\c1ccc(O)c(OC)c1	3210.0	5.493494967595128
2656	51284085	 	Cc1ccc(\C=C2/CNCC3(C(C(Cc4c[nH]c5ccccc45)NC33C4N=c5ccccc5=NC4c4ccccc34)c3ccc(C)cc3)C2=O)cc1	3220.0	5.492144128304169
2657	50324821		Oc1ccc2C(=O)\C(Oc2c1)=C\c1ccc(OCCN2CCCC2)cc1	3237.0	5.489857300597427
2658	51117553		CN(Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccccc2)cc1	3240.0	5.489454989793388
2659	51073300	BindingDB_50438844_mol_1	Clc1ccc2nc([nH]c2c1)-c1ccc(OCCN2CCCC2)cc1	3240.0	5.489454989793388
2660	422089	Untitled Document-1	Oc1ccc(-c2nnc(Nc3ccc(cc3)C(F)(F)F)s2)c(O)c1	3240.0	5.489454989793388
2661	50081772		COc1cc(NC(=O)\C=C\c2cccc(c2)[N+]([O-])=O)cc(OC)c1OC	3240.0	5.489454989793388
2662	50888890		COc1ccc(cc1OC)C1C(C#N)=C(NC(=O)CN2CCOCC2)Oc2c1c(=O)oc1ccccc21	3250.0	5.488116639021126
2663	34087	8f	CCC(CC)C(=O)N[C@H]1CC=C2C[C@@H]3[C@@H](CC[C@H]2[C@]1(C)CO)[C@]1(C)C[C@@H](O)[C@H]([C@H](C)N(C)C)[C@@]1(C)CC3=O	3270.0	5.485452247339714
2664	50257830	BindingDB_50038382_mol_1	Cc1[nH]nc2Oc3nc4CCCCc4c(N)c3C(c12)c1cccc(c1)[N+]([O-])=O	3270.0	5.485452247339714
2665	51215581		Clc1ccc2c3NCCCc3c(nc2c1)-c1ccc(cc1)C#N	3270.0	5.485452247339714
2666	50622237	BindingDB_50336474_mol_1	CCOC(=O)c1c(NC(=O)CCN2CCC(C)CC2)scc1-c1ccc(OC)c(OC)c1	3279.0	5.484258583330635
2667	50710120	BindingDB_50360914	COc1cc2CC3(C(C4CSCN4C33C(=O)Nc4ccc(Cl)cc34)c3ccccc3Cl)C(=O)c2cc1OC	3280.0	5.484126156288321
2668	50324864	BindingDB_50079207_mol_1	CCN(CC)C(=O)Oc1ccc2C(=O)\C(Oc2c1)=C\c1ccc(OCCCN(C)C)cc1	3287.0	5.483200295918375
2669	51265838	 	Clc1ccccc1Cn1cc(COc2ccc3cc(C(=O)NC4CCN(Cc5ccccc5)CC4)c(=O)oc3c2)nn1	3290.0	5.482804102050026
2670	50375213		COc1ccccc1CN(C)CCCCNC(=O)c1cc(=O)c2c(O)cccc2o1	3290.0	5.482804102050026
2671	450601	00098001.cdx	COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)N[C@@H](C(C)C)C(=O)OCCC(C)(C)C)c2c1	3290.0	5.482804102050026
2672	51265833	 	Clc1cccc(Cn2cc(COc3ccc4cc(C(=O)NC5CCN(Cc6ccccc6)CC5)c(=O)oc4c3)nn2)c1Cl	3290.0	5.482804102050026
2673	50484903		CCN(CCCCCCNC(=O)COc1ccc(\C=C\c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1	3290.0	5.482804102050026
2674	50327667		Cl.COc1ccc2C(=O)\C(COc2c1)=C\c1ccc(OCCCN2CCCCC2)cc1	3290.0	5.482804102050026
2675	51265793	 	Clc1ccc(Cn2cc(COc3ccc4cc(C(=O)NC5CCN(Cc6ccccc6)CC5)c(=O)oc4c3)nn2)cc1Cl	3290.0	5.482804102050026
2676	51265792	 	Brc1ccccc1Cn1cc(COc2ccc3cc(C(=O)NC4CCN(Cc5ccccc5)CC4)c(=O)oc3c2)nn1	3290.0	5.482804102050026
2677	51265794	 	Fc1ccc(Cn2cc(COc3ccc4cc(C(=O)NC5CCN(Cc6ccccc6)CC5)c(=O)oc4c3)nn2)cc1	3290.0	5.482804102050026
2678	50351298	BindingDB_50093330_mol_1	Cl.CN(Cc1ccc(COc2ccc3c(C)cc(=O)oc3c2)cc1)Cc1ccc(cc1)C#N	3300.0	5.481486060122113
2679	51240488	BindingDB_50381843_mol_1	COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OCCOc1ccc(cc1)-c1nc2ccccc2o1	3300.0	5.481486060122113
2680	50858689		CCN(CCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1	3300.0	5.481486060122113
2681	50665703	BindingDB_50355399_mol_1	COc1cc(CCCOC(=O)Nc2ccccc2)cc2cc(oc12)-c1ccc2OCOc2c1	3300.0	5.481486060122113
2682	50826727		C(Nc1c2CCCCc2nc2ccccc12)c1cn(Cc2ccccc2)nn1	3301.0	5.481354475669688
2683	51297198	 	Nc1ccc2oc(nc2c1)N1CCN(CC1)c1ccccn1	3310.0	5.480172006224281
2684	50573884	 	COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)OCC[Si](C)(C)C)c2c1	3320.0	5.478861916295964
2685	50506915	BindingDB_50293450_mol_1	C[N+](C)(C)CCNC(=O)c1cnc2C(=O)c3ccccc3-c3cccc1c23	3320.0	5.478861916295964
2686	51069420	BindingDB_50436819_mol_1	CN1C\C(=C/c2cccc3ccccc23)C(=O)[C@]2(C1)[C@H]([C@@H]1CCCCN1[C@@]21C(=O)c2cccc3cccc1c23)c1cccc2ccccc12	3340.0	5.476253533188435
2687	50525139		CN(C)Cc1ccc(CSCCN2C(=O)c3cccc(c3C2=O)[N+]([O-])=O)o1	3340.0	5.476253533188435
2688	51211572		CCCCCCCNC(=O)Oc1ccc2N=C3N(C)CCCN3Cc2c1	3360.0	5.473660722610156
2689	50554854		CC(C)c1ccc(C)c(OC(=O)NC2CCCC2)c1	3370.0	5.4723700991286615
2690	51117885		COc1cc(OC)cc(c1)C1c2c(nc3CCCCc3c2N)-n2n1c(=O)c1ccccc1c2=O	3370.0	5.4723700991286615
2691	50395491	BindingDB_50219234_mol_1	Clc1cccc(c1)C(=O)OCCCCN1CCC(CC1)OC(c1ccccc1)c1ccccc1	3390.0	5.4698003017969175
2692	51067110	BindingDB_50435591_mol_1	O=C(COc1cc(=O)oc2ccccc12)N1CCC(Cc2ccccc2)CC1	3400.0	5.468521082957745
2693	51217873	Rivastigmine.tartrate	CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C	3400.0	5.468521082957745
2694	50987567		C=C[C@H]1CO[C@@H]2C[C@H]1C(=O)c1[n+]2ccc2c1[nH]c1ccccc21	3400.0	5.468521082957745
2695	50858356		O=C1N(CCCCCN(CC#C)Cc2ccccc2)C(=O)c2ccccc12	3400.0	5.468521082957745
2696	50858369		COc1ccccc1CN(CCCCN1C(=O)c2ccccc2C1=O)CC#C	3400.0	5.468521082957745
2697	50412083	BindingDB_50261312_mol_1	NCCCCCCCC\N=c1/n2CCCCCCc2nc2ccccc12	3400.0	5.468521082957745
2698	50579280	BindingDB_50319392_mol_1	CCN(CC)Cc1ccc(OCCCCN2CCCC2)cc1	3420.0	5.465973893943865
2699	50094399		CCCCN(CCCC)CCCCCCOc1ccc(CC2NCCc3cc(OC)c(OC)cc23)cc1	3430.0	5.464705879957229
2700	50107751		O=C(CCCOc1ccc2ccc(=O)oc2c1)N1CCN(CC1)c1ccccc1	3430.0	5.464705879957229
2701	51240452	Untitled Document-1	C(N1CCNCC1)c1ccc(cc1)-c1nc2ccccc2o1	3450.0	5.462180904926726
2702	50549046	BindingDB_50306342_mol_1	CC(C)c1ccc(cc1)C(=O)CC(N1CCCCC1)C(=O)Nc1ccccc1	3470.0	5.459670525209126
2703	50082114	BindingDB_50004314_mol_1	CCOc1ccc(Cc2nn3c(nnc3s2)-c2ccncc2)cc1	3480.0	5.458420756053419
2704	50520036		CCOC(=O)c1cnc2ccc(C)cc2c1N1CCN(CC1)c1ncccc1C#N	3490.0	5.45717457304082
2705	50327636		Cl.O=C1\C(COc2cc(OCc3ccccc3)ccc12)=C\c1ccc(OCCCN2CCCC2)cc1	3500.0	5.455931955649724
2706	50590066	BindingDB_50324049_mol_1	Nc1nc(N2CCCC2)c(cc1C#N)C#N	3500.0	5.455931955649724
2707	50375197		COc1cc(O)c2c(c1)oc(cc2=O)C(=O)NCCCCN(C)Cc1ccccc1OC	3500.0	5.455931955649724
2708	51073302	BindingDB_50438826_mol_1	CCN(CC)CCOc1ccc(cc1)-c1nc2ccc(Cl)cc2[nH]1	3500.0	5.455931955649724
2709	50523890		COc1ccc2cc(C(=O)NCCc3c[nH]c4ccccc34)c(=O)oc2c1	3500.0	5.455931955649724
2710	388736	Untitled	CC1(NC(=O)c2cc(Br)cc(Br)c2N1)c1ccccc1	3500.0	5.455931955649724
2711	50501556		OC1=C(CCC\C1=C/c1cccc(OCCN2CCCC2)c1)C(=O)c1ccccc1	3500.0	5.455931955649724
2712	51238258	 	OCCCN1CCCC(COc2ccc3ccc(=O)oc3c2)C1	3500.0	5.455931955649724
2713	50326704	BindingDB_50176466_mol_1	CCC(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C=CC4(O)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C	3500.0	5.455931955649724
2714	50375211		CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(cc2o1)N(C)C)Cc1ccccc1N(C)C	3530.0	5.452225294612178
2715	50431016		[Br-].COc1ccc2C(=O)\C(OCc2c1OC)=C\c1cc[n+](Cc2ccc(cc2)[N+]([O-])=O)cc1	3548.0	5.450016388840311
2716	50525151		CN(C)Cc1ccc(CSCCN2C(=O)c3ccccc3C2=O)o1	3570.0	5.447331783887806
2717	406384	Untitled Document-1	CCN(CC)c1ccc2c(-c3ccc(cc3S([O-])(=O)=O)S(=O)(=O)NCC#C)c3ccc(cc3oc2c1)=[N+](CC)CC	3570.0	5.447331783887806
2718	50930776	BindingDB_50381837_mol_1	COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OCCOc1ccc(cc1)-c1cc2ccccc2o1	3590.0	5.444905551421681
2719	50859310		CCN(CCN1C(=O)c2ccccc2C1=O)Cc1ccccc1OC	3600.0	5.443697499232712
2720	51117515		CCN(Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccc(O)c(O)c2)cc1	3630.0	5.440093374963888
2721	51211579		CCCCCCCNC(=O)Oc1ccc2N(C)C3=NCCCN3C(=O)c2c1	3631.0	5.439973751087107
2722	50981885	BindingDB_50402581_mol_1	COc1cccc2cc(C(=O)\C=C\c3cc[n+](Cc4ccc(C)cc4)cc3)c(=O)oc12	3650.0	5.437707135543525
2723	51215594		NCc1ccc(cc1)-c1nc2ccc(Cl)cc2c2N(Cc3ccccc3)CCCc12	3670.0	5.43533393574791
2724	51077093	BindingDB_50440438_mol_1	Cc1ccccc1C[n+]1ccc(cc1)C1C(C#N)C(=N)Oc2c1c(=O)oc1ccccc21	3700.0	5.431798275933005
2725	51229208	 	CCN(CC)CCCCCCOc1ccc(\C=C\C(=O)c2ccc(OCCCCCCN(CC)CC)cc2O)cc1	3700.0	5.431798275933005
2726	50489671	BindingDB_50161799_mol_1	COc1ccc(\C=C2/CNC\C(=C/c3ccc(OC)c(OC)c3Cl)C2=O)c(Cl)c1OC	3700.0	5.431798275933005
2727	50081778		COc1cc(NC(=O)\C=C\c2ccc(OCc3ccccc3)cc2)cc(OC)c1OC	3720.0	5.429457060118103
2728	51117571	BindingDB_50195870_mol_1	COc1ccc(\C=C\C(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)cc1	3720.0	5.429457060118103
2729	51084437	BindingDB_50443697_mol_1	CCN(CC)CCCCCCCCCCOc1ccc2c(c1)oc(cc2=O)-c1ccc(cc1)N(C)C	3740.0	5.42712839779952
2730	50965477	chelerythrine	COc1ccc2c(c[n+](C)c3c4cc5OCOc5cc4ccc23)c1OC	3780.0	5.422508200162775
2731	51314719	 	Cc1c(C)c(=O)oc2cc(OC3CCN(CC(=O)c4ccccc4)CC3)ccc12	3780.0	5.422508200162775
2732	51095871	BindingDB_50449387_mol_1	CCN(CCCCCCOc1ccc(cc1)-c1coc2cc(OCCCCCCN(CC)Cc3ccccc3OC)cc(O)c2c1=O)Cc1ccccc1OC	3790.0	5.421360790031928
2733	50341615	BindingDB_50088788_mol_1	CCN(CCOc1cccc(c1)-c1cc(=O)c2c(OC)c(OC)c(OC)cc2o1)Cc1ccccc1	3800.0	5.42021640338319
2734	51316613		CC1CCCN(CCCCCCCOc2cccc(Cl)c2)C1	3800.0	5.42021640338319
2735	395847	Untitled Document-1	CCC1(CC)NC(=O)c2ccccc2N1Cc1ccccc1Cl	3800.0	5.42021640338319
2736	388732	BindingDB_222153_mol_1	Cc1ccc(cc1)C1(C)NC(=O)c2cc(cc(c2N1)[N+]([O-])=O)[N+]([O-])=O	3800.0	5.42021640338319
2737	51211545		CCCCNC(=O)Oc1ccc2N(C)C3=NCCCN3C(=O)c2c1	3802.0	5.419987887470576
2738	51117547		CCN(Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccc(O)cc2)cc1	3820.0	5.4179366370882915
2739	51245809	 	Clc1ccc(NC(=S)NNc2c3CCCCc3nc3ccccc23)cc1	3830.0	5.416801226031377
