	C0	CO2minus	Cofactor (VdW)	Cofactor (elec)	Cofactor (hbond)	Csp2	Csp3	DOF	E-Inter (cofactor - ligand)	E-Inter (protein - ligand)	E-Inter (water - ligand)	E-Inter total	E-Intra (clash)	E-Intra (elec)	E-Intra (hbond)	E-Intra (sp2-sp2)	E-Intra (steric)	E-Intra (tors)	E-Intra (tors, ligand atoms)	E-Intra (vdw)	E-Soft Constraint Penalty	E-Solvation	E-Total	Electro	ElectroLong	Energy	Filename	HBond	HeavyAtoms	LE1	LE3	Ligand	MW	N	Name	NoHBond90	Nplus	OH	OPO32minus	OS	PoseEnergy	RMSD	RerankScore	Run	SimilarityScore	Steric	Torsions	VdW (LJ12-6)	carbonyl	halogen	SMILES
3896	1	0	0	0	0	9	10	9	0	-159.12	0	-159.12	0	0.0	0.0	0.244867	1.5955700000000002	6.81267	8.40824	74.14699999999999	0	0	-150.71200000000002	0.0	0.0	-150.71200000000002	[00]BindingDB_Reactant_set_id_50937800_.mvdml	-2.2452099999999997	27	-5.58191	-4.00141	BindingDB_Reactant_set_id_50937800_	385.523	3	[00]BindingDB_Reactant_set_id_50937800_	-7.57515	0	0	0	1	-153.417	0	-108.038	0	0	-156.875	9	-29.5881	2	0	O=C(C)SCCC(=O)NCCCNC=1C=2CCCCC=2N=C3C=1C=CC=C3
3899	1	0	0	0	0	16	10	12	0	-172.983	0	-172.983	0	0.0	0.0	0.0	-0.890115	11.9112	11.0211	99.964	0	0	-161.96200000000002	0.0	0.0	-161.96200000000002	[00]BindingDB_Reactant_set_id_50573874_.mvdml	-3.1409	34	-4.76359	-3.4675	BindingDB_Reactant_set_id_50573874_	464.55	0	[00]BindingDB_Reactant_set_id_50573874_	-10.0	0	0	0	4	-166.389	0	-117.895	0	0	-169.842	12	-44.6723	2	0	O=C(OCCC(C)(C)C)OC(C=C1)=CC=C1COC(=O)C(C)C2=CC=C3C=C(OC)C=CC3=C2
3900	1	0	0	0	0	16	10	12	0	-184.102	0	-184.102	0	0.0	0.0	0.0	20.2482	5.17368	25.4219	167.49099999999999	0	0	-158.68	0.0	0.0	-158.68	[01]BindingDB_Reactant_set_id_50573874_.mvdml	-3.39931	34	-4.66705	-3.62846	BindingDB_Reactant_set_id_50573874_	464.55	0	[01]BindingDB_Reactant_set_id_50573874_	-8.93823	0	0	0	4	-161.327	0	-123.368	0	0	-180.702	12	-53.1533	2	0	O=C(OCCC(C)(C)C)OC(C=C1)=CC=C1COC(=O)C(C)C2=CC=C3C=C(OC)C=CC3=C2
3903	1	0	0	0	0	15	8	5	0	-168.734	0	-168.734	0	0.0	0.0	0.0	14.1959	2.82025	17.0162	101.67399999999999	0	0	-151.718	0.0	-7.009710000000001	-151.718	[01]BindingDB_Reactant_set_id_50605461_.mvdml	-2.5	29	-5.23165	-3.64649	BindingDB_Reactant_set_id_50605461_	393.45599999999996	1	[01]BindingDB_Reactant_set_id_50605461_	-3.8824	1	0	0	4	-150.07299999999998	0	-105.74799999999999	0	0	-159.224	5	-23.7649	0	0	COC=1C=CC2=CC=3C=4C=C5OCOC5=CC=4CC[N]=3C=C2C=1OCC[N+](C)C
3908	1	0	0	0	0	6	16	12	0	-151.84	0	-151.84	0	0.0	0.0	0.0	0.9556020000000001	21.3587	22.3143	70.2235	0	0	-129.526	0.0	0.0	-129.526	[00]BindingDB_Reactant_set_id_50579289_.mvdml	0.0	26	-4.9817599999999995	-3.2076	BindingDB_Reactant_set_id_50579289_	361.565	3	[00]BindingDB_Reactant_set_id_50579289_	-2.5	0	0	0	1	-131.164	0	-83.3976	0	0	-151.84	12	-17.2519	0	0	CCN(CC)CC(=CC=1)C=CC=1OCCCCCN(CC2)CCN2CC
3909	1	0	0	0	0	6	16	12	0	-146.493	0	-146.493	0	0.0	0.0	0.0	9.6896	6.4617	16.1513	85.5605	0	0	-130.342	0.0	0.0	-130.342	[01]BindingDB_Reactant_set_id_50579289_.mvdml	-2.35586	26	-5.01316	-4.0734699999999995	BindingDB_Reactant_set_id_50579289_	361.565	3	[01]BindingDB_Reactant_set_id_50579289_	-3.73377	0	0	0	1	-130.15200000000002	0	-105.91	0	0	-144.138	12	-46.5034	0	0	CCN(CC)CC(=CC=1)C=CC=1OCCCCCN(CC2)CCN2CC
3914	1	0	0	0	0	21	3	4	0	-179.09	0	-179.09	0	0.0	0.0	0.0	13.7005	1.39091	15.0915	125.88799999999999	0	0	-163.998	0.0	0.0	-163.998	[00]BindingDB_Reactant_set_id_51077086_.mvdml	0.0	32	-5.12495	-3.7879300000000002	BindingDB_Reactant_set_id_51077086_	426.41900000000004	3	[00]BindingDB_Reactant_set_id_51077086_	-6.16832	0	0	0	2	-167.11700000000002	0	-121.214	0	0	-179.09	4	-36.6182	1	1	FC1=CC=CC=C1C[N](=C2)C=CC=C2C3C=4C(=O)OC5=CC=CC=C5C=4OC(=N)C3C#N
3917	1	0	0	0	0	15	10	5	0	-193.66	0	-193.66	0	0.0	0.0	0.0	17.95	2.79733	20.7473	111.911	0	0	-172.91299999999998	0.0	0.0	-172.91299999999998	[00]BindingDB_Reactant_set_id_50605454_.mvdml	-0.17486500000000002	32	-5.403519999999999	-4.47205	BindingDB_Reactant_set_id_50605454_	435.49199999999996	2	[00]BindingDB_Reactant_set_id_50605454_	-0.9827549999999999	0	0	0	5	-170.429	0	-143.106	0	0	-193.485	5	-59.1056	0	0	COC=1C=CC2=CC=3C=4C=C5OCOC5=CC=4CC[N]=3C=C2C=1OCCN6CCOCC6
3920	1	0	0	0	0	17	6	6	0	-171.75099999999998	0	-171.75099999999998	0	0.0	-2.5	4.662669999999999	1.03977	5.09112	3.63089	91.7649	0	0	-168.12	0.0	0.0	-168.12	[00]BindingDB_Reactant_set_id_50956160_.mvdml	-6.57379	30	-5.604019999999999	-4.1317900000000005	BindingDB_Reactant_set_id_50956160_	403.474	3	[00]BindingDB_Reactant_set_id_50956160_	-15.7086	0	2	0	0	-175.262	0	-123.954	0	0	-165.178	6	-48.9875	1	0	O=C(C=CC1=CC(O)=C(O)C=C1)NCCNC2=C3C=CC=CC3=NC4=C2CCCC4
3921	1	0	0	0	0	17	6	6	0	-172.204	0	-172.204	0	0.0	-2.5	2.18162	6.69048	6.53677	10.7272	91.1205	0	0	-161.477	0.0	0.0	-161.477	[01]BindingDB_Reactant_set_id_50956160_.mvdml	-6.94268	30	-5.38256	-4.004230000000001	BindingDB_Reactant_set_id_50956160_	403.474	3	[01]BindingDB_Reactant_set_id_50956160_	-10.8723	0	2	0	0	-163.83100000000002	0	-120.12700000000001	0	0	-165.261	6	-42.3915	1	0	O=C(C=CC1=CC(O)=C(O)C=C1)NCCNC2=C3C=CC=CC3=NC4=C2CCCC4
3926	1	0	0	0	0	14	8	5	0	-172.783	0	-172.783	0	0.0	-0.259103	5.44929	25.3199	11.716	36.7768	92.7569	0	0	-136.006	0.0	0.0	-136.006	[00]BindingDB_Reactant_set_id_51066341_.mvdml	-5.69039	28	-4.85735	-3.3936599999999997	BindingDB_Reactant_set_id_51066341_	379.449	1	[00]BindingDB_Reactant_set_id_51066341_	-7.5	0	1	0	2	-136.16899999999998	0	-95.0225	0	0	-167.092	5	-14.2481	1	0	O=C1C=C(C2=CC=CC=C2)OC(=C3(C))C1=CC=C3OCCN4CCC(O)CC4
3929	1	0	0	0	0	14	14	14	0	-211.67700000000002	0	-211.67700000000002	0	0.0	0.0	5.318219999999999	-7.49487	25.6199	18.1251	84.9775	0	0	-193.55200000000002	0.0	-3.02712	-193.55200000000002	[00]BindingDB_Reactant_set_id_51084441_.mvdml	0.0	34	-5.69269	-4.02541	BindingDB_Reactant_set_id_51084441_	464.64	1	[00]BindingDB_Reactant_set_id_51084441_	-1.34225	1	0	0	2	-190.52	0	-136.864	0	0	-208.649	14	-58.5272	1	0	O=C1C=C(C2=CC=C([N+](C)C)C=C2)OC(=C3)C1=CC=C3OCCCCCCCCN(CC)CC
3932	1	0	0	0	0	22	10	10	0	-192.082	0	-192.082	0	0.0	0.0	4.98482	-7.0337	10.5514	3.5177300000000002	119.931	0	0	-188.56400000000002	0.0	0.0	-188.56400000000002	[00]BindingDB_Reactant_set_id_51070919_.mvdml	-0.288914	39	-4.834980000000001	-1.60229	BindingDB_Reactant_set_id_51070919_	534.714	4	[00]BindingDB_Reactant_set_id_51070919_	-9.20006	0	0	0	1	-193.628	0	-62.4895	0	0	-191.793	10	76.5125	1	0	O=C(NCC1=CC=C(C2=NC=3C(=CC=CC=3)S2)C=C1)CCCCCNC=4C5=CC=CC=C5N=C6C=4CCCC6
3933	1	0	0	0	0	22	10	10	0	-204.46200000000002	0	-204.46200000000002	0	0.0	-0.8559959999999999	3.87866	9.84248	9.114419999999999	18.1009	183.62900000000002	0	0	-186.362	0.0	0.0	-186.362	[01]BindingDB_Reactant_set_id_51070919_.mvdml	-3.37049	39	-4.7785	-2.71634	BindingDB_Reactant_set_id_51070919_	534.714	4	[01]BindingDB_Reactant_set_id_51070919_	-8.48077	0	0	0	1	-189.233	0	-105.93700000000001	0	0	-201.092	10	-6.664439999999999	1	0	O=C(NCC1=CC=C(C2=NC=3C(=CC=CC=3)S2)C=C1)CCCCCNC=4C5=CC=CC=C5N=C6C=4CCCC6
3937	1	0	0	0	0	14	1	3	0	-128.93200000000002	0	-128.93200000000002	0	0.0	-2.5	9.89025	3.6558	9.89824	11.054	45.438	0	0	-117.87799999999999	0.0	0.0	-117.87799999999999	[00]BindingDB_Reactant_set_id_51053839_.mvdml	-2.77782	21	-5.61325	-4.18733	BindingDB_Reactant_set_id_51053839_	300.332	2	[00]BindingDB_Reactant_set_id_51053839_	-12.5186	0	2	0	2	-125.97399999999999	0	-87.934	0	0	-126.154	3	-40.735	0	0	OC=1C=C(O)C=CC=1C(S2)=NN=C2C(=C3)C=CC=C3OC
3939	1	0	0	0	0	14	1	3	0	-131.618	0	-131.618	0	0.0	-2.5	2.68142	8.53103	2.7038599999999997	8.7349	51.4758	0	0	-122.883	0.0	0.0	-122.883	[02]BindingDB_Reactant_set_id_51053839_.mvdml	-4.89329	21	-5.85156	-4.84314	BindingDB_Reactant_set_id_51053839_	300.332	2	[02]BindingDB_Reactant_set_id_51053839_	-7.67629	0	2	0	2	-124.458	0	-101.706	0	0	-126.72399999999999	3	-44.5813	0	0	OC=1C=C(O)C=CC=1C(S2)=NN=C2C(=C3)C=CC=C3OC
3943	1	0	0	0	0	14	11	8	0	-173.674	0	-173.674	0	0.0	0.0	2.1621599999999996	9.04299	9.79777	18.8408	97.118	0	0	-154.833	0.0	0.0	-154.833	[00]BindingDB_Reactant_set_id_51066340_.mvdml	0.0	31	-4.99461	-4.04793	BindingDB_Reactant_set_id_51066340_	420.54400000000004	2	[00]BindingDB_Reactant_set_id_51066340_	0.0	0	0	0	2	-153.062	0	-125.486	0	0	-173.674	8	-59.9731	1	0	O=C1C=C(C2=CC=CC=C2)OC(=C3(C))C1=CC=C3OCCCCCN4CCN(C)CC4
3946	1	0	0	0	0	14	13	9	0	-183.90400000000002	0	-183.90400000000002	0	0.0	0.0	4.7114400000000005	4.977469999999999	17.5489	22.5264	103.749	0	0	-161.378	0.0	0.0	-161.378	[00]BindingDB_Reactant_set_id_51066339_.mvdml	0.0	32	-5.04306	-3.59049	BindingDB_Reactant_set_id_51066339_	433.582	1	[00]BindingDB_Reactant_set_id_51066339_	-2.5	0	0	0	2	-161.786	0	-114.896	0	0	-183.90400000000002	9	-44.0375	1	0	O=C1C=C(C2=CC=CC=C2)OC(=C3(C))C1=CC=C3OCCCCCCN4CCCCC4C
3948	1	0	0	0	0	14	13	9	0	-193.96200000000002	0	-193.96200000000002	0	0.0	0.0	0.04257469999999999	33.8946	11.9071	45.8017	211.265	0	0	-148.16	0.0	0.0	-148.16	[02]BindingDB_Reactant_set_id_51066339_.mvdml	0.0	32	-4.6300099999999995	-3.5208	BindingDB_Reactant_set_id_51066339_	433.582	1	[02]BindingDB_Reactant_set_id_51066339_	-2.5	0	0	0	2	-148.162	0	-112.666	0	0	-193.96200000000002	9	-48.7793	1	0	O=C1C=C(C2=CC=CC=C2)OC(=C3(C))C1=CC=C3OCCCCCCN4CCCCC4C
3952	1	0	0	0	0	18	3	2	0	-158.268	0	-158.268	0	0.0	-2.5	0.809609	15.728	0.85104	14.079	58.0287	0	0	-144.189	0.0	0.0	-144.189	[00]BindingDB_Reactant_set_id_51217877_.mvdml	-0.554864	30	-4.80631	-2.9578599999999997	BindingDB_Reactant_set_id_51217877_	404.415	2	[00]BindingDB_Reactant_set_id_51217877_	-8.11582	0	0	0	3	-149.629	0	-88.7357	0	0	-157.713	2	14.6538	2	0	O=C(O1)C=C(C)C(=[CH]=C2)C1=C([CH]3)[C]2OC(=[NH2])C3=[c](=O)[nH]=C(C)C(C=C4)=CC=C4OC
3955	1	0	0	0	0	16	7	7	0	-164.815	0	-164.815	0	0.0	-0.147479	7.4648	-1.86943	16.6192	14.6023	83.8857	0	0	-150.213	0.0	0.0	-150.213	[00]BindingDB_Reactant_set_id_50420670_.mvdml	0.0	27	-5.56345	-4.0982400000000005	BindingDB_Reactant_set_id_50420670_	358.47900000000004	4	[00]BindingDB_Reactant_set_id_50420670_	0.0	0	0	0	0	-148.61700000000002	0	-110.65299999999999	0	0	-164.815	7	-54.9051	0	0	N(=N1)C(C2=CC=CC=C2)=CC=C1NCCCCN3CCC4=CC=CC=C4C3
3958	1	0	0	0	0	21	4	4	0	-184.915	0	-184.915	0	0.0	0.0	0.0	19.7794	2.87878	22.6581	131.804	0	0	-162.257	0.0	0.0	-162.257	[00]BindingDB_Reactant_set_id_51077091_.mvdml	-1.91757	32	-5.07054	-4.08027	BindingDB_Reactant_set_id_51077091_	422.455	3	[00]BindingDB_Reactant_set_id_51077091_	-5.0	0	0	0	2	-161.984	0	-130.569	0	0	-182.998	4	-52.4136	1	0	O=C(C2=1)OC3=CC=CC=C3C=1OC(=N)C(C#N)C2C(=CC=4)C=C[N]=4CC=5C=C(C)C=CC=5
3961	1	0	0	0	0	22	2	5	0	-194.25900000000001	0	-194.25900000000001	0	0.0	-2.5	13.8573	4.14475	13.9581	15.6029	57.9557	0	0	-178.657	0.0	0.0	-178.657	[00]BindingDB_Reactant_set_id_51218484_.mvdml	-2.04257	31	-5.76311	-4.026669999999999	BindingDB_Reactant_set_id_51218484_	431.89099999999996	2	[00]BindingDB_Reactant_set_id_51218484_	-2.8149	0	1	0	1	-177.143	0	-124.82700000000001	0	0	-192.217	5	-41.3188	1	1	ClC([CH]1)=C[CH]C([C]32)=C1N=C3C=CC=C2C=[n]([CH]C)c(=O)[CH]C=[C]([CH]4)=[CH]=CC(O)=C4OC
3964	1	0	0	0	0	17	10	10	0	-187.74599999999998	0	-187.74599999999998	0	0.0	-2.5	2.45098	-21.1676	11.5865	-12.0812	89.5181	0	0	-199.827	0.0	0.0	-199.827	[00]BindingDB_Reactant_set_id_50956162_.mvdml	-6.70637	34	-5.87726	-3.13147	BindingDB_Reactant_set_id_50956162_	459.58	3	[00]BindingDB_Reactant_set_id_50956162_	-17.9842	0	2	0	0	-207.678	0	-106.47	0	0	-181.03900000000002	10	3.38671	1	0	O=C(C=CC=1C=C(O)C(O)=CC=1)NCCCCCCNC2=C3C=CC=CC3=NC4=C2CCCC4
3967	1	0	0	0	0	33	0	11	0	-205.524	0	-205.524	0	0.0	0.0	9.65541	-18.3195	13.4968	-4.8227	53.89	0	0	-210.34599999999998	0.0	0.0	-210.34599999999998	[00]BindingDB_Reactant_set_id_50457571_.mvdml	0.0	39	-5.3935	-2.22418	BindingDB_Reactant_set_id_50457571_	512.575	1	[00]BindingDB_Reactant_set_id_50457571_	-0.531594	0	0	0	3	-207.851	0	-86.7431	0	0	-205.524	11	58.3597	1	0	O=C1C=C(C2=CC=C(O[CH]C3=C[CH]C=C[CH]3)C=C2)OC(=[CH]=4)C1=C[CH]C=4OC=C[CH]C=CC=C[CH]n5[cH][cH][cH][cH]5
3969	1	0	0	0	0	33	0	11	0	-186.15400000000002	0	-186.15400000000002	0	0.0	0.0	8.813089999999999	-20.8869	11.0285	-9.85835	46.946999999999996	0	0	-196.013	0.0	0.0	-196.013	[02]BindingDB_Reactant_set_id_50457571_.mvdml	-2.28283	39	-5.02597	-1.55948	BindingDB_Reactant_set_id_50457571_	512.575	1	[02]BindingDB_Reactant_set_id_50457571_	-6.68763	0	0	0	3	-196.209	0	-60.8199	0	0	-183.87099999999998	11	90.5079	1	0	O=C1C=C(C2=CC=C(O[CH]C3=C[CH]C=C[CH]3)C=C2)OC(=[CH]=4)C1=C[CH]C=4OC=C[CH]C=CC=C[CH]n5[cH][cH][cH][cH]5
3973	1	0	0	0	0	29	7	8	0	-198.082	0	-198.082	0	0.0	0.0	0.0583134	-25.9414	11.4228	-14.5186	144.923	0	0	-212.601	0.0	0.0	-212.601	[00]BindingDB_Reactant_set_id_50930777_.mvdml	-1.49266	43	-4.9442	-3.05573	BindingDB_Reactant_set_id_50930777_	572.626	1	[00]BindingDB_Reactant_set_id_50930777_	-10.8021	0	0	0	6	-219.05900000000003	0	-131.39600000000002	0	0	-196.58900000000003	8	-40.8785	0	0	COC=1C=CC2=CC=3C4=CC=5OCOC=5C=C4CC[N]=3C=C2C=1OCCCOC(=CC=6)C=CC=6C7=CC=8C=CC=CC=8O7
3975	1	0	0	0	0	29	7	8	0	-173.459	0	-173.459	0	0.0	0.0	0.318341	-36.5798	5.70057	-30.8792	156.724	0	0	-204.338	0.0	0.0	-204.338	[02]BindingDB_Reactant_set_id_50930777_.mvdml	0.0	43	-4.75204	0.989883	BindingDB_Reactant_set_id_50930777_	572.626	1	[02]BindingDB_Reactant_set_id_50930777_	-7.5	0	0	0	6	-207.035	0	42.565	0	0	-173.459	8	263.631	0	0	COC=1C=CC2=CC=3C4=CC=5OCOC=5C=C4CC[N]=3C=C2C=1OCCCOC(=CC=6)C=CC=6C7=CC=8C=CC=CC=8O7
3979	1	0	0	0	0	23	1	6	0	-175.11	0	-175.11	0	0.0	0.0	13.5315	-9.99044	13.5315	3.54109	24.4493	0	0	-171.56900000000002	0.0	0.0	-171.56900000000002	[00]BindingDB_Reactant_set_id_50508629_.mvdml	-2.6975599999999997	29	-5.91616	-4.360580000000001	BindingDB_Reactant_set_id_50508629_	380.462	3	[00]BindingDB_Reactant_set_id_50508629_	-4.72372	0	0	0	0	-171.342	0	-126.45700000000001	0	0	-172.412	6	-54.4546	1	0	O=c([nH]=C[CH][C]=2=CNC1=CC=C[CH]C=21)[CH][c]([cH][cH]3)[cH][cH]n3[CH]C=4[CH]C=C(C)C=[CH]=4
3982	1	0	0	0	0	23	7	7	0	-204.736	0	-204.736	0	0.0	-2.5	1.76905	-25.88	11.2372	-17.1429	113.71600000000001	0	0	-221.87900000000002	0.0	0.0	-221.87900000000002	[00]BindingDB_Reactant_set_id_50930785_.mvdml	-2.24039	39	-5.68919	-3.81205	BindingDB_Reactant_set_id_50930785_	523.556	2	[00]BindingDB_Reactant_set_id_50930785_	-7.24039	0	0	0	5	-224.081	0	-148.67	0	0	-202.495	7	-58.1702	1	0	O=C(C1=CC2=C(C=CC=C2)O1)NCCCOC=3C4=C[N]=5CCC6=CC=7OCOC=7C=C6C=5C=C4C=CC=3OC
3984	1	0	0	0	0	23	7	7	0	-168.02700000000002	0	-168.02700000000002	0	0.0	-2.94543	0.09232860000000001	-29.8525	4.64116	-28.1568	112.34100000000001	0	0	-196.18400000000003	0.0	0.0	-196.18400000000003	[02]BindingDB_Reactant_set_id_50930785_.mvdml	-2.97598	39	-5.03036	-2.0523599999999997	BindingDB_Reactant_set_id_50930785_	523.556	2	[02]BindingDB_Reactant_set_id_50930785_	-7.87125	0	0	0	5	-196.972	0	-80.042	0	0	-165.051	7	38.7375	1	0	O=C(C1=CC2=C(C=CC=C2)O1)NCCCOC=3C4=C[N]=5CCC6=CC=7OCOC=7C=C6C=5C=C4C=CC=3OC
3987	1	0	0	0	0	8	17	13	0	-186.577	0	-186.577	0	0.0	0.0	0.0	-17.4825	25.2425	7.76001	92.2401	0	0	-178.817	0.0	0.0	-178.817	[02]BindingDB_Reactant_set_id_50412105_.mvdml	-0.247614	34	-5.25932	-3.14466	BindingDB_Reactant_set_id_50412105_	521.181	4	[02]BindingDB_Reactant_set_id_50412105_	-0.37376	0	0	0	2	-176.774	0	-106.91799999999999	0	0	-186.329	13	-23.2504	1	1	ClC(C=1)=CC=C2C=1N=C3CCCN3C2=NCCCCCCCNC(=O)CCCCC4CCSS4
3991	1	0	0	0	0	14	14	12	0	-205.551	0	-205.551	0	0.0	0.0	5.06951	-2.1914599999999997	16.3173	14.1259	80.2494	0	0	-191.425	0.0	-3.0032	-191.425	[00]BindingDB_Reactant_set_id_51084440_.mvdml	-1.1087200000000001	34	-5.63014	-4.01083	BindingDB_Reactant_set_id_51084440_	462.624	1	[00]BindingDB_Reactant_set_id_51084440_	-3.63478	1	0	0	2	-190.389	0	-136.368	0	0	-201.43900000000002	12	-49.0468	1	0	O=C1C=C(C2=CC=C([N+](C)C)C=C2)OC(=C3)C1=CC=C3OCCCCCCCCN4CCCC4
3994	1	0	0	0	0	24	20	11	0	-248.507	0	-248.507	0	0.0	0.0	0.0	-23.1823	13.7913	-9.39105	145.94299999999998	0	0	-257.89799999999997	0.0	0.0	-257.89799999999997	[00]BindingDB_Reactant_set_id_50912047_.mvdml	-1.01003	48	-5.37288	-1.86644	BindingDB_Reactant_set_id_50912047_	644.928	2	[00]BindingDB_Reactant_set_id_50912047_	-1.5428600000000001	0	0	0	2	-253.571	0	-89.5891	0	0	-247.497	11	97.1085	0	0	CN(CC1)CCC=2C=CC=CC=2CC(=CC=3)C1=CC=3OCCCCCCCCOC=4C=C5CCN(C)CCC=6C=CC=CC=6CC5=CC=4
3996	1	0	0	0	0	24	20	11	0	-191.736	0	-191.736	0	0.0	0.0	0.0	-23.9654	12.4853	-11.4801	224.61900000000003	0	0	-203.21599999999998	0.0	0.0	-203.21599999999998	[02]BindingDB_Reactant_set_id_50912047_.mvdml	-0.0841284	48	-4.23367	1.94418	BindingDB_Reactant_set_id_50912047_	644.928	2	[02]BindingDB_Reactant_set_id_50912047_	-1.93697	0	0	0	2	-201.015	0	93.3208	0	0	-191.65200000000002	11	349.061	0	0	CN(CC1)CCC=2C=CC=CC=2CC(=CC=3)C1=CC=3OCCCCCCCCOC=4C=C5CCN(C)CCC=6C=CC=CC=6CC5=CC=4
3999	1	0	0	0	0	21	3	4	0	-170.505	0	-170.505	0	0.0	0.0	0.0	6.02907	2.4533	8.48236	133.235	0	0	-162.023	0.0	0.0	-162.023	[02]BindingDB_Reactant_set_id_51077084_.mvdml	-1.9682400000000002	32	-5.0632	-3.31196	BindingDB_Reactant_set_id_51077084_	426.41900000000004	3	[02]BindingDB_Reactant_set_id_51077084_	-9.397960000000001	0	0	0	2	-166.653	0	-105.98299999999999	0	0	-168.537	4	-20.0102	1	1	FC(=C1)C=CC=C1C[N](=C2)C=CC=C2C3C=4C(=O)OC5=CC=CC=C5C=4OC(=N)C3C#N
4003	1	0	0	0	0	18	17	20	0	-215.39	0	-215.39	0	0.0	0.0	1.88385	-20.8848	26.3217	5.43695	92.0363	0	0	-209.953	0.0	0.0	-209.953	[00]BindingDB_Reactant_set_id_50665699_.mvdml	-2.09843	41	-5.1208	-3.56961	BindingDB_Reactant_set_id_50665699_	558.747	0	[00]BindingDB_Reactant_set_id_50665699_	-2.1266599999999998	0	0	0	4	-207.138	0	-146.35399999999998	0	0	-213.291	20	-62.7825	1	0	O=C(CCCCCCCC=CCC=CCCCCC)OCCCC(C=1)=CC=C(O2)C=1C=C2C=3C=C4OCOC4=CC=3
4006	1	0	0	0	0	7	14	7	0	-166.548	0	-166.548	0	0.0	-5.33755	0.0	-9.97114	5.03571	-10.273	46.0631	0	0	-176.821	0.0	0.0	-176.821	[00]BindingDB_Reactant_set_id_50622229_.mvdml	-0.475488	31	-5.70392	-4.391030000000001	BindingDB_Reactant_set_id_50622229_	443.605	5	[00]BindingDB_Reactant_set_id_50622229_	-6.68858	0	0	0	1	-181.458	0	-136.122	0	0	-166.07299999999998	7	-58.5936	2	0	O=C1C2=CC=3SC(C)=CC=3N2C(CC)=NN1CC(=O)NCCCN(C4)CC(C)CC4C
4008	1	0	0	0	0	7	14	7	0	-171.15400000000002	0	-171.15400000000002	0	0.0	-4.81568	0.0	-4.7759599999999995	5.350619999999999	-4.24102	57.4984	0	0	-175.395	0.0	0.0	-175.395	[02]BindingDB_Reactant_set_id_50622229_.mvdml	-0.028812200000000003	31	-5.6579	-4.23586	BindingDB_Reactant_set_id_50622229_	443.605	5	[02]BindingDB_Reactant_set_id_50622229_	-5.75151	0	0	0	1	-179.40099999999998	0	-131.312	0	0	-171.125	7	-48.9436	2	0	O=C1C2=CC=3SC(C)=CC=3N2C(CC)=NN1CC(=O)NCCCN(C4)CC(C)CC4C
4012	1	0	0	0	0	33	0	11	0	-203.827	0	-203.827	0	0.0	0.0	14.9324	-34.7816	15.2576	-19.524	29.5341	0	0	-223.351	0.0	0.0	-223.351	[00]BindingDB_Reactant_set_id_50457575_.mvdml	-2.07098	39	-5.72695	-2.23596	BindingDB_Reactant_set_id_50457575_	512.575	1	[00]BindingDB_Reactant_set_id_50457575_	-13.7362	0	0	0	3	-230.899	0	-87.2026	0	0	-201.75599999999997	11	57.994	1	0	O=C(C=1)C2=C[CH]C(OC=C[CH]C=CC=C[CH]n3[cH][cH][cH][cH]3)=[CH]=C2OC=1C=4C=CC=CC=4O[CH]C5=CC=CC=C5
4014	1	0	0	0	0	33	0	11	0	-193.988	0	-193.988	0	0.0	0.0	21.2049	-25.1703	23.4211	-1.7491599999999998	53.0203	0	0	-195.737	0.0	0.0	-195.737	[02]BindingDB_Reactant_set_id_50457575_.mvdml	-2.08276	39	-5.0189	-0.111864	BindingDB_Reactant_set_id_50457575_	512.575	1	[02]BindingDB_Reactant_set_id_50457575_	-7.352589999999999	0	0	0	3	-197.72400000000002	0	-4.3627	0	0	-191.905	11	169.67700000000002	1	0	O=C(C=1)C2=C[CH]C(OC=C[CH]C=CC=C[CH]n3[cH][cH][cH][cH]3)=[CH]=C2OC=1C=4C=CC=CC=4O[CH]C5=CC=CC=C5
4018	1	0	0	0	0	14	7	5	0	-158.987	0	-158.987	0	0.0	0.0	2.62151	10.3342	9.88488	20.2191	80.9897	0	0	-138.768	0.0	0.0	-138.768	[00]BindingDB_Reactant_set_id_51066337_.mvdml	0.0	26	-5.33724	-4.25587	BindingDB_Reactant_set_id_51066337_	349.423	1	[00]BindingDB_Reactant_set_id_51066337_	-2.5	0	0	0	2	-138.259	0	-110.65299999999999	0	0	-158.987	5	-47.9587	1	0	O=C1C=C(C2=CC=CC=C2)OC(=C3(C))C1=CC=C3OCCN4CCCC4
4021	1	0	0	0	0	19	6	8	0	-195.326	0	-195.326	0	0.0	0.0	0.0	-10.1101	7.768680000000001	-2.34145	110.374	0	0	-197.667	0.0	0.0	-197.667	[00]BindingDB_Reactant_set_id_51063141_.mvdml	-8.416739999999999	33	-5.98992	-3.89241	BindingDB_Reactant_set_id_51063141_	442.506	2	[00]BindingDB_Reactant_set_id_51063141_	-19.1624	0	2	0	0	-204.71400000000003	0	-128.45	0	0	-186.90900000000002	8	-27.1182	2	0	OC(=CC=1)C=CC=1CCC(=O)C2C(C3=CC=CC=C3)NC(=O)N=C2CCC=4C=CC(O)=CC=4
